No.,Time,Source,Destination,Protocol,Length,Info,Class
2905,64.835269,52.28.161.134,10.10.10.176,TCP,107,"[TCP Retransmission] 443  >  33374 [PSH, ACK] Seq=3935 Ack=342 Win=8192 Len=53",D-LinkSwitch
2906,64.835965,10.10.10.176,52.28.161.134,TCP,66,"33374  >  443 [ACK] Seq=342 Ack=3988 Win=11360 Len=0 SLE=3935 SRE=3988",D-LinkSwitch
2907,64.873599,10.10.10.176,52.29.29.242,TCP,66,"40237  >  443 [RST, ACK] Seq=752 Ack=4494 Win=14048 Len=0 TSval=4294937238 TSecr=208500449",D-LinkSwitch
2908,64.874517,10.10.10.176,52.28.161.134,TLSv1,256,"Application Data, Application Data",D-LinkSwitch
2909,64.915448,52.28.161.134,10.10.10.176,TCP,54,"443  >  33374 [ACK] Seq=3988 Ack=544 Win=8192 Len=0",D-LinkSwitch
2910,64.936918,10.10.10.176,224.0.0.251,MDNS,264,"Standard query response 0x0000 PTR, cache flush dsp.local A, cache flush 10.10.10.176 PTR, cache flush dsp3D6F.local PTR, cache flush dsp.local AAAA, cache flush fe80::928d:78ff:fea9:3d6f PTR, cache flush dsp3D6F.local",D-LinkSwitch
2911,65.072257,10.10.10.176,10.10.10.1,DNS,80,"Standard query 0x0002 A tzinfo.dch.dlink.com",D-LinkSwitch
2912,65.312114,10.10.10.1,10.10.10.176,DNS,378,"Standard query response 0x0002 A tzinfo.dch.dlink.com CNAME dualstack.tzinfo-423124427.us-west-2.elb.amazonaws.com A 52.26.98.232 A 52.25.174.177 NS ns-1475.awsdns-56.org NS ns-560.awsdns-06.net NS ns-332.awsdns-41.com NS ns-1769.awsdns-29.co.uk A 205.251.193.76 A 205.251.194.48 A 205.251.197.195 A 205.251.198.233",D-LinkSwitch
2913,65.313424,10.10.10.176,52.26.98.232,TCP,74,"52123  >  80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294937348 TSecr=0 WS=2",D-LinkSwitch
2914,65.480966,52.26.98.232,10.10.10.176,TCP,74,"80  >  52123 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=1845020626 TSecr=4294937348 WS=256",D-LinkSwitch
2915,65.481803,10.10.10.176,52.26.98.232,TCP,66,"52123  >  80 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294937391 TSecr=1845020626",D-LinkSwitch
2916,65.482814,10.10.10.176,52.26.98.232,HTTP,265,"GET /dst?timezone=Europe/Berlin&ts=1461242556&hash=a1240851885250851c7fcf328edf1f5a HTTP/1.1 ",D-LinkSwitch
2917,65.650256,52.26.98.232,10.10.10.176,TCP,66,"80  >  52123 [ACK] Seq=1 Ack=200 Win=19200 Len=0 TSval=1845020668 TSecr=4294937391",D-LinkSwitch
2918,65.659385,52.26.98.232,10.10.10.176,HTTP,271,"HTTP/1.1 200 OK  (application/json)",D-LinkSwitch
2919,65.660149,10.10.10.176,52.26.98.232,TCP,66,"52123  >  80 [ACK] Seq=200 Ack=206 Win=5840 Len=0 TSval=4294937435 TSecr=1845020671",D-LinkSwitch
2920,65.662049,10.10.10.176,52.26.98.232,TCP,66,"52123  >  80 [FIN, ACK] Seq=200 Ack=206 Win=5840 Len=0 TSval=4294937436 TSecr=1845020671",D-LinkSwitch
2921,65.775478,10.10.10.176,224.0.0.251,MDNS,378,"Standard query response 0x0000 TXT, cache flush PTR D-Link HNAP Service._dhnap._tcp.local SRV, cache flush 0 0 80 dsp.local AAAA, cache flush fe80::928d:78ff:fea9:3d6f A, cache flush 10.10.10.176 PTR _dhnap._tcp.local",D-LinkSwitch
2922,65.829425,52.26.98.232,10.10.10.176,TCP,66,"80  >  52123 [FIN, ACK] Seq=206 Ack=201 Win=19200 Len=0 TSval=1845020713 TSecr=4294937436",D-LinkSwitch
2923,65.830109,10.10.10.176,52.26.98.232,TCP,66,"52123  >  80 [ACK] Seq=201 Ack=207 Win=5840 Len=0 TSval=4294937478 TSecr=1845020713",D-LinkSwitch
2924,65.882809,10.10.10.176,224.0.0.251,MDNS,334,"Standard query response 0x0000 PTR _dhnap._tcp.local PTR D-Link HNAP Service._dhnap._tcp.local SRV, cache flush 0 0 80 dsp.local TXT, cache flush",D-LinkSwitch
2925,65.912932,10.10.10.176,224.0.0.251,MDNS,308,"Standard query response 0x0000 AAAA, cache flush fe80::928d:78ff:fea9:3d6f PTR, cache flush dsp.local AAAA, cache flush fe80::928d:78ff:fea9:3d6f PTR, cache flush dsp3D6F.local A, cache flush 10.10.10.176 PTR, cache flush dsp.local A, cache flush 10.10.10.176 PTR, cache flush dsp3D6F.local",D-LinkSwitch
2926,65.921790,10.10.10.176,224.0.0.22,IGMPv3,54,"Membership Report / Leave group 224.0.0.251",D-LinkSwitch
2927,67.893906,10.10.10.176,224.0.0.22,IGMPv3,54,"Membership Report / Join group 224.0.0.251 for any sources",D-LinkSwitch
2928,67.947016,10.10.10.176,10.10.10.1,DNS,77,"Standard query 0x0002 A api.dch.dlink.com",D-LinkSwitch
2929,67.947214,10.10.10.1,10.10.10.176,DNS,185,"Standard query response 0x0002 A api.dch.dlink.com CNAME dualstack.eu-api-elb-1068129369.eu-central-1.elb.amazonaws.com A 52.29.29.242 A 52.28.38.154",D-LinkSwitch
2930,67.952037,10.10.10.176,52.29.29.242,TCP,74,"48441  >  80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294938008 TSecr=0 WS=2",D-LinkSwitch
2931,67.954782,52.29.29.242,10.10.10.176,TCP,74,"80  >  48441 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=208501285 TSecr=4294938008 WS=256",D-LinkSwitch
2932,67.955455,10.10.10.176,52.29.29.242,TCP,66,"48441  >  80 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294938009 TSecr=208501285",D-LinkSwitch
2933,68.094881,10.10.10.176,52.29.29.242,HTTP,376,"GET /agent/upgrade?p=3U%2FLIJG4%2Br%2BAjIx90R2ZruggK8AYAfcRfvaxnfi6WGTHjsCX31rhX67V07uKbGwqsW3zD25%2B5vNeYgWIdxixCaXH3qOKuWy2F4i8XBz6OvkIG2mzhq%2B1%2FqYUBpdzyI1T&iv=6jPtQglrMXl15o%2Bnc%2FHggQ%3D%3D HTTP/1.1 ",D-LinkSwitch
2934,68.097651,52.29.29.242,10.10.10.176,TCP,66,"80  >  48441 [ACK] Seq=1 Ack=311 Win=19200 Len=0 TSval=208501320 TSecr=4294938044",D-LinkSwitch
2935,68.178997,10.10.10.176,224.0.0.251,MDNS,332,"Standard query 0x0000 ANY f.6.d.3.9.a.e.f.f.f.8.7.d.8.2.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, 'QM' question ANY dsp3D6F.local, 'QM' question ANY 176.10.10.10.in-addr.arpa, 'QM' question ANY dsp.local, 'QM' question A 10.10.10.176 PTR dsp3D6F.local A 10.10.10.176 PTR dsp.local AAAA fe80::928d:78ff:fea9:3d6f PTR dsp3D6F.local AAAA fe80::928d:78ff:fea9:3d6f PTR dsp.local",D-LinkSwitch
2936,68.265685,52.29.29.242,10.10.10.176,HTTP,559,"HTTP/1.1 200 OK  (text/html)",D-LinkSwitch
2937,68.266354,10.10.10.176,52.29.29.242,TCP,66,"48441  >  80 [ACK] Seq=311 Ack=494 Win=6912 Len=0 TSval=4294938087 TSecr=208501363",D-LinkSwitch
2938,68.268250,10.10.10.176,52.29.29.242,TCP,66,"48441  >  80 [FIN, ACK] Seq=311 Ack=494 Win=6912 Len=0 TSval=4294938087 TSecr=208501363",D-LinkSwitch
2939,68.270682,52.29.29.242,10.10.10.176,TCP,66,"80  >  48441 [FIN, ACK] Seq=494 Ack=312 Win=19200 Len=0 TSval=208501364 TSecr=4294938087",D-LinkSwitch
2940,68.271314,10.10.10.176,52.29.29.242,TCP,66,"48441  >  80 [ACK] Seq=312 Ack=495 Win=6912 Len=0 TSval=4294938088 TSecr=208501364",D-LinkSwitch
2941,68.430825,10.10.10.176,224.0.0.251,MDNS,332,"Standard query 0x0000 ANY f.6.d.3.9.a.e.f.f.f.8.7.d.8.2.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, 'QM' question ANY dsp3D6F.local, 'QM' question ANY 176.10.10.10.in-addr.arpa, 'QM' question ANY dsp.local, 'QM' question A 10.10.10.176 PTR dsp3D6F.local A 10.10.10.176 PTR dsp.local AAAA fe80::928d:78ff:fea9:3d6f PTR dsp3D6F.local AAAA fe80::928d:78ff:fea9:3d6f PTR dsp.local",D-LinkSwitch
2942,68.682785,10.10.10.176,224.0.0.251,MDNS,332,"Standard query 0x0000 ANY f.6.d.3.9.a.e.f.f.f.8.7.d.8.2.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, 'QM' question ANY dsp3D6F.local, 'QM' question ANY 176.10.10.10.in-addr.arpa, 'QM' question ANY dsp.local, 'QM' question A 10.10.10.176 PTR dsp3D6F.local A 10.10.10.176 PTR dsp.local AAAA fe80::928d:78ff:fea9:3d6f PTR dsp3D6F.local AAAA fe80::928d:78ff:fea9:3d6f PTR dsp.local",D-LinkSwitch
2943,68.885785,10.10.10.176,224.0.0.251,MDNS,308,"Standard query response 0x0000 PTR, cache flush dsp.local A, cache flush 10.10.10.176 PTR, cache flush dsp3D6F.local A, cache flush 10.10.10.176 PTR, cache flush dsp.local AAAA, cache flush fe80::928d:78ff:fea9:3d6f PTR, cache flush dsp3D6F.local AAAA, cache flush fe80::928d:78ff:fea9:3d6f",D-LinkSwitch
2944,69.170336,10.10.10.176,224.0.0.251,MDNS,291,"Standard query 0x0000 ANY D-Link HNAP Service._dhnap._tcp.local, 'QM' question SRV 0 0 80 dsp.local TXT",D-LinkSwitch
2945,69.279296,10.10.10.176,10.10.10.1,DNS,86,"Standard query 0x0002 A s3-us-west-2.amazonaws.com",D-LinkSwitch
2946,69.395181,10.10.10.1,10.10.10.176,DNS,303,"Standard query response 0x0002 A s3-us-west-2.amazonaws.com A 54.231.184.164 NS ns-1397.awsdns-46.org NS ns-387.awsdns-48.com NS ns-1568.awsdns-04.co.uk NS ns-671.awsdns-19.net A 205.251.193.131 A 205.251.194.159 A 205.251.197.117 A 205.251.198.32",D-LinkSwitch
2947,69.396433,10.10.10.176,54.231.184.164,TCP,74,"34960  >  80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294938369 TSecr=0 WS=2",D-LinkSwitch
2948,69.422244,10.10.10.176,224.0.0.251,MDNS,291,"Standard query 0x0000 ANY D-Link HNAP Service._dhnap._tcp.local, 'QM' question SRV 0 0 80 dsp.local TXT",D-LinkSwitch
2949,69.564028,54.231.184.164,10.10.10.176,TCP,66,"80  >  34960 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1380 WS=256 SACK_PERM=1",D-LinkSwitch
2950,69.564733,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=1 Ack=1 Win=5840 Len=0",D-LinkSwitch
2951,69.565460,10.10.10.176,54.231.184.164,HTTP,258,"GET /static-us-west.dch.dlink.com/firmware/agent/DSP-W215/D-Link-DSP-W215-1.1.0-BX HTTP/1.1 ",D-LinkSwitch
2952,69.674228,10.10.10.176,224.0.0.251,MDNS,291,"Standard query 0x0000 ANY D-Link HNAP Service._dhnap._tcp.local, 'QM' question SRV 0 0 80 dsp.local TXT",D-LinkSwitch
2953,69.734162,54.231.184.164,10.10.10.176,TCP,54,"80  >  34960 [ACK] Seq=1 Ack=205 Win=15872 Len=0",D-LinkSwitch
2954,69.782637,54.231.184.164,10.10.10.176,TCP,423,"80  >  34960 [PSH, ACK] Seq=1 Ack=205 Win=15872 Len=369 [TCP segment of a reassembled PDU]",D-LinkSwitch
2955,69.782890,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=370 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2956,69.782910,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=1750 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2957,69.782933,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=3130 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2958,69.783564,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=370 Win=5840 Len=0",D-LinkSwitch
2959,69.784111,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=1750 Win=8600 Len=0",D-LinkSwitch
2960,69.784701,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=3130 Win=11360 Len=0",D-LinkSwitch
2961,69.784994,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=4510 Win=14120 Len=0",D-LinkSwitch
2962,69.875168,52.28.161.134,10.10.10.176,TCP,54,"[TCP Keep-Alive] 443  >  33374 [ACK] Seq=3987 Ack=544 Win=8192 Len=0",D-LinkSwitch
2963,69.875637,10.10.10.176,224.0.0.251,MDNS,380,"Standard query response 0x0000 TXT, cache flush PTR D-Link HNAP Service._dhnap._tcp.local SRV, cache flush 0 0 80 dsp.local AAAA, cache flush fe80::928d:78ff:fea9:3d6f A, cache flush 10.10.10.176 PTR _dhnap._tcp.local",D-LinkSwitch
2964,69.876062,10.10.10.176,52.28.161.134,TCP,54,"[TCP Keep-Alive ACK] 33374  >  443 [ACK] Seq=544 Ack=3988 Win=11360 Len=0",D-LinkSwitch
2965,69.951291,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=4510 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2966,69.952106,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=5890 Win=16880 Len=0",D-LinkSwitch
2967,69.952163,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=5890 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2968,69.952258,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=7270 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2969,69.952272,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=8650 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2970,69.952328,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=10030 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2971,69.952452,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=11410 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2972,69.953015,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=7270 Win=16880 Len=0",D-LinkSwitch
2973,69.953448,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=12790 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2974,69.953459,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=14170 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2975,69.953557,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=15550 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2976,69.953561,54.231.184.164,10.10.10.176,TCP,533,"80  >  34960 [PSH, ACK] Seq=16930 Ack=205 Win=15872 Len=479 [TCP segment of a reassembled PDU]",D-LinkSwitch
2977,69.955671,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=8650 Win=16880 Len=0",D-LinkSwitch
2978,69.957625,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=10030 Win=16880 Len=0",D-LinkSwitch
2979,69.958469,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=11410 Win=16880 Len=0",D-LinkSwitch
2980,69.958542,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=14170 Win=16880 Len=0",D-LinkSwitch
2981,69.958713,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=16930 Win=16880 Len=0",D-LinkSwitch
2982,69.959033,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=17409 Win=16880 Len=0",D-LinkSwitch
2983,70.116323,10.10.10.176,224.0.0.251,MDNS,248,"Standard query response 0x0000 PTR, cache flush dsp.local PTR, cache flush dsp3D6F.local PTR, cache flush dsp.local AAAA, cache flush fe80::928d:78ff:fea9:3d6f PTR, cache flush dsp3D6F.local",D-LinkSwitch
2984,70.117546,10.10.10.176,224.0.0.251,MDNS,83,"Standard query response 0x0000 A, cache flush 10.10.10.176",D-LinkSwitch
2985,70.119860,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=17409 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2986,70.119879,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=18789 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2987,70.119902,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=20169 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2988,70.120559,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=21549 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2989,70.121190,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=20169 Win=16880 Len=0",D-LinkSwitch
2990,70.122097,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=22929 Win=16880 Len=0",D-LinkSwitch
2991,70.123503,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=22929 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2992,70.125207,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=24309 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2993,70.126037,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=25689 Win=16880 Len=0",D-LinkSwitch
2994,70.126057,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=25689 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2995,70.126069,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=27069 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2996,70.126133,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=28449 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2997,70.126214,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=29829 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2998,70.126328,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=31209 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
2999,70.126634,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=32589 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3000,70.128254,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=28449 Win=16880 Len=0",D-LinkSwitch
3001,70.128786,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=31209 Win=16880 Len=0",D-LinkSwitch
3002,70.129620,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=33969 Win=16880 Len=0",D-LinkSwitch
3003,70.289017,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=33969 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3004,70.289038,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=35349 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3005,70.290154,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=36729 Win=16880 Len=0",D-LinkSwitch
3006,70.290178,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=36729 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3007,70.290191,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=38109 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3008,70.291327,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=39489 Win=16880 Len=0",D-LinkSwitch
3009,70.293879,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=39489 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3010,70.293900,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=40869 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3011,70.295063,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=42249 Win=16880 Len=0",D-LinkSwitch
3012,70.295906,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=42249 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3013,70.295933,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=43629 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3014,70.296372,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=45009 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3015,70.296395,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=46389 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3016,70.297289,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=45009 Win=16880 Len=0",D-LinkSwitch
3017,70.297391,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=47769 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3018,70.297464,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=49149 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3019,70.298407,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=47769 Win=16880 Len=0",D-LinkSwitch
3020,70.298742,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=50529 Win=16880 Len=0",D-LinkSwitch
3021,70.457761,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=50529 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3022,70.457781,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=51909 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3023,70.459065,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=53289 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3024,70.459082,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=54669 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3025,70.459607,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=53289 Win=16880 Len=0",D-LinkSwitch
3026,70.460443,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=56049 Win=16880 Len=0",D-LinkSwitch
3027,70.462772,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=56049 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3028,70.462784,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=57429 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3029,70.464004,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=58809 Win=16880 Len=0",D-LinkSwitch
3030,70.464869,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=58809 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3031,70.464887,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=60189 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3032,70.465994,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [PSH, ACK] Seq=61569 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3033,70.466020,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=62949 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3034,70.466339,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=64329 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3035,70.466360,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=65709 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3036,70.468158,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=61569 Win=16880 Len=0",D-LinkSwitch
3037,70.469013,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=64329 Win=16880 Len=0",D-LinkSwitch
3038,70.469794,10.10.10.176,54.231.184.164,TCP,54,"34960  >  80 [ACK] Seq=205 Ack=67089 Win=16880 Len=0",D-LinkSwitch
3039,70.627209,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=67089 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3040,70.627226,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=68469 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3041,70.627993,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=69849 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
3042,70.628007,54.231.184.164,10.10.10.176,TCP,1434,"80  >  34960 [ACK] Seq=71229 Ack=205 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",D-LinkSwitch
